date,DateTime,Event,Period,SurvM,Actual,Prior,Revised,BB_relevance_index,Ticker,SurvA,SurvH,SurvL,Freq,Ests,Time,StdDev,Surprise,DateTime1,DateTime2,DateTime3,Amendment
17-Dec-96,12/17/1996,Housing Starts MoM,Nov,0.001,0.092,-0.051,,27.5591,NHCHSTCH Index,0.001,,,M,0.0,8:30,,,12/17/1996,8:30,,
19-Dec-96,12/19/1996,Trade Balance,Oct,-10.40,-8.0,0.1,,84.25200000000001,USTBTOT Index,-10.40,,,M,0.0,8:30,,,12/19/1996,8:30,,
19-Dec-96,12/19/1996,Philadelphia Fed Business Outlook,Dec,7.5,-2.2,6.4,11.1,78.7402,OUTFGAF Index,7.5,,,M,0.0,10:00,,,12/19/1996,10:00,,
20-Dec-96,12/20/1996,Monthly Budget Statement,Nov,-35.70,-37.9,40.3,-39.8,75.5906,FDDSSD Index,-35.70,,,M,0.0,2:00,,,12/20/1996,14:00,,
23-Dec-96,12/23/1996,US Personal Outlays SA,Nov,0.003,0.005,0.005,,0.0,PIDSSO Index,0.003,,,M,0.0,8:30,,,12/23/1996,8:30,,
23-Dec-96,12/23/1996,Personal Income,Nov,0.006,0.005,0,0.003,85.8268,PITLCHNG Index,0.006,,,M,0.0,8:30,,,12/23/1996,8:30,,
30-Dec-96,12/30/1996,Leading Index,Nov,0.002,0.001,0.001,,83.4646,LEI CHNG Index,0.002,,,M,0.0,8:30,,,12/30/1996,8:30,,
30-Dec-96,12/30/1996,One-Family Home Resales,Nov,-0.10,1.80,-1.50,,0.0,EHSLSL Index,-0.10,,,M,0.0,10:00,,,12/30/1996,10:00,,
31-Dec-96,12/31/1996,MNI Chicago PMI,Dec,,57.4,57.6,58,81.8898,CHPMINDX Index,,,,M,0.0,10:00,,,12/31/1996,10:00,,
2-Jan-97,1/2/1997,ISM Manufacturing,Dec,,55.2,53,,95.2756,NAPMPMI Index,,,,M,0.0,10:00,,,1/2/1997,10:00,,
3-Jan-97,1/3/1997,Construction Spending,Nov,-0.40,1.9,1.8,,0.0,VNCCTOT Index,-0.40,,,M,0.0,10:00,,,1/3/1997,10:00,,
6-Jan-97,1/6/1997,Housing Completions,Dec,,2,-1,,0.0,PHUCCHNG Index,,,,M,0.0,10:00,,,1/6/1997,10:00,,
7-Jan-97,1/7/1997,Factory Orders,Nov,-0.007,-0.004,0.009,-0.001,85.0394,TMNOCHNG Index,-0.007,,,M,0.0,10:00,,,1/7/1997,10:00,,
8-Jan-97,1/8/1997,Consumer Credit,Dec,3.60,7.400,2.200,6.064,39.3701,CICRTOT Index,3.60,,,M,0.0,3:00,,,1/8/1997,15:00,,
9-Jan-97,1/9/1997,PPI Ex Food and Energy MoM,Dec,0.002,0.001,0.001,-0.001,0.0,PXFECHNG Index,0.002,,,M,0.0,8:30,,,1/9/1997,8:30,,
9-Jan-97,1/9/1997,Wholesale Inventories MoM,Nov,0.002,0.001,-0.013,0.003,81.1024,MWINCHNG Index,0.002,,,M,0.0,10:00,,,1/9/1997,10:00,,
10-Jan-97,1/10/1997,Unemployment Rate,Dec,0.053,0.053,0.054,,89.2913,USURTOT Index,0.0532,0.054,0.052,M,10.0,8:30,0.07,0.0,1/10/1997,8:30,,
10-Jan-97,1/10/1997,Change in Nonfarm Payrolls,Dec,201.00,262,118,,99.2126,NFP TCH Index,201.00,,,M,0.0,8:30,,,1/10/1997,8:30,,
14-Jan-97,1/14/1997,Advance Retail Sales,Dec,0.004,0.006,-0.004,0,0.0,RTSDCHNG Index,0.004,,,M,0.0,8:30,,,1/14/1997,8:30,,
14-Jan-97,1/14/1997,CPI Ex Food and Energy MoM,Dec,0.002,0.001,0.002,0.001,76.8504,CPUPXCHG Index,0.002,,,M,0.0,8:30,,,1/14/1997,8:30,,
14-Jan-97,1/14/1997,Advance Retail Sales,Jan,0.007,0.006,0.006,0.003,0.0,RTSDCHNG Index,0.007,,,M,0.0,8:30,,,1/14/1997,8:30,,
14-Jan-97,1/14/1997,CPI MoM,Dec,0.003,0.003,0.003,,96.06299999999999,CPI CHNG Index,0.003,,,M,0.0,1:30,,,1/14/1997,13:30,,
16-Jan-97,1/16/1997,Philadelphia Fed Business Outlook,Jan,2.8,11.3,-2.2,8.1,78.7402,OUTFGAF Index,2.8,,,M,0.0,10:00,,,1/16/1997,10:00,,
17-Jan-97,1/17/1997,Trade Balance,Nov,-9.80,-8.4,-8.0,-6.6,84.25200000000001,USTBTOT Index,-9.80,,,M,0.0,8:30,,,1/17/1997,8:30,,
17-Jan-97,1/17/1997,Industrial Production MoM,Dec,0.006,0.008,0.009,0.009,89.7638,IP CHNG Index,0.006,,,M,0.0,9:15,,,1/17/1997,9:15,,
17-Jan-97,1/17/1997,Capacity Utilization,Dec,0.836,0.838,0.833,,62.8346,CPTICHNG Index,0.836,,,M,0.0,9:15,,,1/17/1997,9:15,,
22-Jan-97,1/22/1997,Housing Starts MoM,Dec,-0.028,-0.122,0.092,0.07,27.5591,NHCHSTCH Index,-0.028,,,M,0.0,8:30,,,1/22/1997,8:30,,
23-Jan-97,1/23/1997,Monthly Budget Statement,Dec,11.90,19.4,-37.9,-37.9,75.5906,FDDSSD Index,11.90,,,M,0.0,2:00,,,1/23/1997,14:00,,
27-Jan-97,1/27/1997,Existing Home Sales,Dec,-0.003,-0.035,0.018,,0.0,EHSLMOM Index,-0.003,,,M,0.0,10:00,,,1/27/1997,10:00,,
28-Jan-97,1/28/1997,Employment Cost Index,4Q,0.008,0.008,0.006,,74.8031,ECI SA% Index,0.008,,,Q,0.0,8:30,,,1/28/1997,8:30,,
31-Jan-97,1/31/1997,MNI Chicago PMI,Jan,56,55.9,57.4,57.4,81.8898,CHPMINDX Index,56,,,M,0.0,10:00,,,1/31/1997,10:00,,
3-Feb-97,2/3/1997,Personal Spending,Dec,0.004,0.005,0.005,,85.8268,PCE CRCH Index,0.004,,,M,0.0,8:30,,,2/3/1997,8:30,,
3-Feb-97,2/3/1997,Personal Income,Dec,0.006,0.008,0.005,0.005,85.8268,PITLCHNG Index,0.006,,,M,0.0,8:30,,,2/3/1997,8:30,,
3-Feb-97,2/3/1997,ISM Manufacturing,Jan,53,52,53.8,55.2,95.2756,NAPMPMI Index,53,,,M,0.0,10:00,,,2/3/1997,10:00,,
5-Feb-97,2/5/1997,Factory Orders,Dec,-0.008,-0.013,-0.004,0.026,85.0394,TMNOCHNG Index,-0.008,,,M,0.0,10:00,,,2/5/1997,10:00,,
6-Feb-97,2/6/1997,Housing Completions,Dec,,3,2,,0.0,PHUCCHNG Index,,,,M,0.0,10:00,,,2/6/1997,10:00,,
7-Feb-97,2/7/1997,Change in Nonfarm Payrolls,Jan,231.00,271,262,183,99.2126,NFP TCH Index,231.00,,,M,0.0,8:30,,,2/7/1997,8:30,,
7-Feb-97,2/7/1997,Unemployment Rate,Jan,,,,,89.2913,USURTOT Index,,,,M,0.0,8:30,,,2/7/1997,8:30,,
7-Feb-97,2/7/1997,Wholesale Inventories MoM,Dec,0.003,-0.006,0.001,,81.1024,MWINCHNG Index,0.003,,,M,0.0,10:00,,,2/7/1997,10:00,,
7-Feb-97,2/7/1997,Consumer Credit,Dec,6.20,4.900,7.400,,39.3701,CICRTOT Index,6.20,,,M,0.0,3:00,,,2/7/1997,15:00,,
14-Feb-97,2/14/1997,PPI Ex Food and Energy MoM,Jan,0.001,0,0.001,,0.0,PXFECHNG Index,0.001,,,M,0.0,8:30,,,2/14/1997,8:30,,
14-Feb-97,2/14/1997,Industrial Production MoM,Jan,0.002,0,0.008,0.006,89.7638,IP CHNG Index,0.002,,,M,0.0,9:15,,,2/14/1997,9:15,,
14-Feb-97,2/14/1997,Capacity Utilization,Jan,0.834,0.833,0.838,0.837,62.8346,CPTICHNG Index,0.834,,,M,0.0,9:15,,,2/14/1997,9:15,,
19-Feb-97,2/19/1997,CPI Ex Food and Energy MoM,Jan,0.002,0.001,0.002,0.001,76.8504,CPUPXCHG Index,0.002,,,M,0.0,8:30,,,2/19/1997,8:30,,
19-Feb-97,2/19/1997,Trade Balance,Dec,-9.90,-10.3,-8.4,-7.3,84.25200000000001,USTBTOT Index,-9.90,,,M,0.0,8:30,,,2/19/1997,8:30,,
19-Feb-97,2/19/1997,CPI MoM,Jan,0.003,0.001,0.003,,96.06299999999999,CPI CHNG Index,0.003,,,M,0.0,1:30,,,2/19/1997,13:30,,
20-Feb-97,2/20/1997,Housing Starts MoM,Jan,0.061,0.02,-0.122,-0.08,27.5591,NHCHSTCH Index,0.061,,,M,0.0,8:30,,,2/20/1997,8:30,,
20-Feb-97,2/20/1997,Philadelphia Fed Business Outlook,Feb,,17.4,11.3,12.8,78.7402,OUTFGAF Index,,,,M,0.0,10:00,,,2/20/1997,10:00,,
24-Feb-97,2/24/1997,Monthly Budget Statement,Jan,16.40,13.4,19.5,18.5,75.5906,FDDSSD Index,16.40,,,M,0.0,2:00,,,2/24/1997,14:00,,
25-Feb-97,2/25/1997,Conf. Board Consumer Confidence,Feb,115.4,118.4,116.8,,93.7008,CONCCONF Index,115.4,,,M,0.0,10:00,,,2/25/1997,10:00,,
28-Feb-97,2/28/1997,MNI Chicago PMI,Feb,,56.2,55.9,57.2,81.8898,CHPMINDX Index,,,,M,0.0,10:00,,,2/28/1997,10:00,,
28-Feb-97,2/28/1997,Existing Home Sales,Jan,0,0.021,-0.035,-0.011,0.0,EHSLMOM Index,0,,,M,0.0,10:00,,,2/28/1997,10:00,,
3-Mar-97,3/3/1997,Personal Spending,Jan,0.005,0.007,0.005,0.005,85.8268,PCE CRCH Index,0.005,,,M,0.0,8:30,,,3/3/1997,8:30,,
3-Mar-97,3/3/1997,Personal Income,Jan,0,0.003,0.008,0.005,85.8268,PITLCHNG Index,0,,,M,0.0,8:30,,,3/3/1997,8:30,,
3-Mar-97,3/3/1997,ISM Manufacturing,Feb,52.3,53.1,52,53.8,95.2756,NAPMPMI Index,52.3,,,M,0.0,10:00,,,3/3/1997,10:00,,
3-Mar-97,3/3/1997,Construction Spending,Jan,0.10,0.4,-0.7,,0.0,VNCCTOT Index,0.10,,,M,0.0,10:00,,,3/3/1997,10:00,,
4-Mar-97,3/4/1997,Leading Index,Jan,0.001,0.003,0.001,0.006,83.4646,LEI CHNG Index,0.001,,,M,0.0,10:00,,,3/4/1997,10:00,,
5-Mar-97,3/5/1997,Housing Completions,Jan,,-10,3,5,0.0,PHUCCHNG Index,,,,M,0.0,10:00,,,3/5/1997,10:00,,
6-Mar-97,3/6/1997,Factory Orders,Jan,0.021,0.025,-0.013,-0.03,85.0394,TMNOCHNG Index,0.021,,,M,0.0,10:00,,,3/6/1997,10:00,,
7-Mar-97,3/7/1997,Change in Nonfarm Payrolls,Feb,231.00,339,271,220,99.2126,NFP TCH Index,231.00,,,M,0.0,8:30,,,3/7/1997,8:30,,
7-Mar-97,3/7/1997,Unemployment Rate,Feb,0.053,0.053,0.054,,89.2913,USURTOT Index,0.053,,,M,0.0,8:30,,,3/7/1997,8:30,,
7-Mar-97,3/7/1997,Consumer Credit,Jan,5.60,8.400,4.900,11.015,39.3701,CICRTOT Index,5.60,,,M,0.0,3:00,,,3/7/1997,15:00,,
11-Mar-97,3/11/1997,Wholesale Inventories MoM,Jan,0.003,0.01,-0.006,0.001,81.1024,MWINCHNG Index,0.003,,,M,0.0,10:00,,,3/11/1997,10:00,,
13-Mar-97,3/13/1997,Advance Retail Sales,Feb,0.007,0.008,0.006,0.007,0.0,RTSDCHNG Index,0.007,,,M,0.0,8:30,,,3/13/1997,8:30,,
14-Mar-97,3/14/1997,PPI Ex Food and Energy MoM,Feb,0.001,-0.001,0,0.001,0.0,PXFECHNG Index,0.001,,,M,0.0,8:30,,,3/14/1997,8:30,,
14-Mar-97,3/14/1997,Capacity Utilization,Feb,0.834,0.833,0.833,0.834,62.8346,CPTICHNG Index,0.834,,,M,0.0,9:15,,,3/14/1997,9:15,,
14-Mar-97,3/14/1997,Industrial Production MoM,Feb,0.005,0.005,0,0.001,89.7638,IP CHNG Index,0.005,,,M,0.0,9:15,,,3/14/1997,9:15,,
18-Mar-97,3/18/1997,Housing Starts MoM,Feb,0.059,0.122,0.02,-0.011,27.5591,NHCHSTCH Index,0.059,,,M,0.0,8:30,,,3/18/1997,8:30,,
19-Mar-97,3/19/1997,CPI Ex Food and Energy MoM,Feb,0.002,0.002,0.001,0.002,76.8504,CPUPXCHG Index,0.002,,,M,0.0,8:30,,,3/19/1997,8:30,,
19-Mar-97,3/19/1997,CPI MoM,Feb,0.002,0.003,0.001,0.002,96.06299999999999,CPI CHNG Index,0.002,,,M,0.0,1:30,,,3/19/1997,13:30,,
20-Mar-97,3/20/1997,Trade Balance,Jan,-10.50,-12.7,-10.3,-10.5,84.25200000000001,USTBTOT Index,-10.50,,,M,0.0,8:30,,,3/20/1997,8:30,,
20-Mar-97,3/20/1997,Philadelphia Fed Business Outlook,Mar,15.6,21.1,17.4,16.9,78.7402,OUTFGAF Index,15.6,,,M,0.0,10:00,,,3/20/1997,10:00,,
21-Mar-97,3/21/1997,Monthly Budget Statement,Feb,-44.90,-44.0,13.3,,75.5906,FDDSSD Index,-44.90,,,M,0.0,2:00,,,3/21/1997,14:00,,
25-Mar-97,3/25/1997,Conf. Board Consumer Confidence,Mar,117.7,118.5,118.4,118.9,93.7008,CONCCONF Index,117.7,,,M,0.0,10:00,,,3/25/1997,10:00,,
26-Mar-97,3/26/1997,GDP Annualized QoQ F,4Q F,0.04,0.038,0.039,0.036,96.8504,GDP CQOQ Index,0.04,,,Q,0.0,8:30,,,3/26/1997,8:30,, F
27-Mar-97,3/27/1997,Existing Home Sales,Feb,0.01,0.09,0.021,0.024,0.0,EHSLMOM Index,0.01,,,M,0.0,10:00,,,3/27/1997,10:00,,
31-Mar-97,3/31/1997,Personal Spending,Feb,0.004,0.003,0.007,0.006,85.8268,PCE CRCH Index,0.004,,,M,0.0,8:30,,,3/31/1997,8:30,,
31-Mar-97,3/31/1997,Personal Income,Feb,0.007,0.009,0.003,0.007,85.8268,PITLCHNG Index,0.007,,,M,0.0,8:30,,,3/31/1997,8:30,,
31-Mar-97,3/31/1997,MNI Chicago PMI,Mar,,57.5,56.2,57.1,81.8898,CHPMINDX Index,,,,M,0.0,10:00,,,3/31/1997,10:00,,
1-Apr-97,4/1/1997,ISM Manufacturing,Mar,53.4,55,53.1,,95.2756,NAPMPMI Index,53.4,,,M,0.0,10:00,,,4/1/1997,10:00,,
1-Apr-97,4/1/1997,Construction Spending,Feb,0.70,2.3,0.4,,0.0,VNCCTOT Index,0.70,,,M,0.0,10:00,,,4/1/1997,10:00,,
1-Apr-97,4/1/1997,Leading Index,Feb,0.004,0.005,0.003,0.006,83.4646,LEI CHNG Index,0.004,,,M,0.0,10:00,,,4/1/1997,10:00,,
2-Apr-97,4/2/1997,Factory Orders,Feb,0.01,0.008,0.025,0.002,85.0394,TMNOCHNG Index,0.01,,,M,0.0,10:00,,,4/2/1997,10:00,,
4-Apr-97,4/4/1997,Unemployment Rate,Mar,0.052,0.052,0.053,0.052,89.2913,USURTOT Index,0.052,,,M,0.0,8:30,,,4/4/1997,8:30,,
4-Apr-97,4/4/1997,Change in Nonfarm Payrolls,Mar,202.00,175,339,310,99.2126,NFP TCH Index,202.00,,,M,0.0,8:30,,,4/4/1997,8:30,,
7-Apr-97,4/7/1997,Consumer Credit,Feb,6.70,6.700,8.400,4.928,39.3701,CICRTOT Index,6.70,,,M,0.0,3:00,,,4/7/1997,15:00,,
8-Apr-97,4/8/1997,Wholesale Inventories MoM,Feb,0.003,0,0.01,0.01,81.1024,MWINCHNG Index,0.003,,,M,0.0,10:00,,,4/8/1997,10:00,,
11-Apr-97,4/11/1997,Advance Retail Sales,Mar,0.006,0.002,0.008,0.008,0.0,RTSDCHNG Index,0.006,,,M,0.0,8:30,,,4/11/1997,8:30,,
11-Apr-97,4/11/1997,Retail Sales Less Autos,Mar,,0.008,0.009,,0.0,RTSDXCHG Index,,,,M,0.0,8:30,,,4/11/1997,8:30,,
11-Apr-97,4/11/1997,PPI Ex Food and Energy MoM,Mar,0.001,0.004,-0.001,,0.0,PXFECHNG Index,0.001,,,M,0.0,8:30,,,4/11/1997,8:30,,
15-Apr-97,4/15/1997,CPI Ex Food and Energy MoM,Mar,0.003,0.002,0.002,,76.8504,CPUPXCHG Index,0.003,,,M,0.0,8:30,,,4/15/1997,8:30,,
15-Apr-97,4/15/1997,Real Earnings,Mar,,0.001,0.024,,0.0,REALRAWE Index,,,,M,0.0,10:00,,,4/15/1997,10:00,,
15-Apr-97,4/15/1997,CPI MoM,Mar,0.003,0.001,0.003,0.002,96.06299999999999,CPI CHNG Index,0.003,,,M,0.0,1:30,,,4/15/1997,13:30,,
16-Apr-97,4/16/1997,Housing Starts MoM,Mar,-0.043,-0.064,0.122,0.097,27.5591,NHCHSTCH Index,-0.043,,,M,0.0,8:30,,,4/16/1997,8:30,,
16-Apr-97,4/16/1997,Industrial Production MoM,Mar,0.006,0.009,0.005,0.012,89.7638,IP CHNG Index,0.006,,,M,0.0,9:15,,,4/16/1997,9:15,,
16-Apr-97,4/16/1997,Capacity Utilization,Mar,0.835,0.841,0.833,0.84,62.8346,CPTICHNG Index,0.835,,,M,0.0,9:15,,,4/16/1997,9:15,,
17-Apr-97,4/17/1997,Trade Balance,Feb,-10.70,-10.4,-12.7,-11.3,84.25200000000001,USTBTOT Index,-10.70,,,M,0.0,8:30,,,4/17/1997,8:30,,
17-Apr-97,4/17/1997,Philadelphia Fed Business Outlook,Apr,20.9,5.7,21.1,13.4,78.7402,OUTFGAF Index,20.9,,,M,0.0,10:00,,,4/17/1997,10:00,,
21-Apr-97,4/21/1997,Monthly Budget Statement,Mar,-31.20,-21.3,-44.0,-44.0,75.5906,FDDSSD Index,-31.20,,,M,0.0,2:00,,,4/21/1997,14:00,,
25-Apr-97,4/25/1997,Existing Home Sales,Mar,-0.032,-0.028,0.09,0.008,0.0,EHSLMOM Index,-0.032,,,M,0.0,10:00,,,4/25/1997,10:00,,
29-Apr-97,4/29/1997,Conf. Board Consumer Confidence,Apr,118.1,116.8,118.5,118.5,93.7008,CONCCONF Index,118.1,,,M,0.0,10:00,,,4/29/1997,10:00,,
30-Apr-97,4/30/1997,GDP Annualized QoQ A,1Q A,0.042,0.056,0.038,0.042,96.8504,GDP CQOQ Index,0.042,,,Q,2.0,8:30,,,4/30/1997,8:30,, A
30-Apr-97,4/30/1997,MNI Chicago PMI,Apr,55.8,57.2,57.5,57.6,81.8898,CHPMINDX Index,55.8,,,M,0.0,10:00,,,4/30/1997,10:00,,
1-May-97,5/1/1997,Personal Income,Mar,0.004,0.006,0.009,0.005,85.8268,PITLCHNG Index,0.004,,,M,0.0,8:30,,,5/1/1997,8:30,,
1-May-97,5/1/1997,Personal Spending,Mar,0.005,0.005,0.003,0.004,85.8268,PCE CRCH Index,0.005,,,M,0.0,8:30,,,5/1/1997,8:30,,
1-May-97,5/1/1997,ISM Manufacturing,Apr,53.7,54.2,55,53.8,95.2756,NAPMPMI Index,53.7,,,M,0.0,10:00,,,5/1/1997,10:00,,
1-May-97,5/1/1997,Construction Spending,Mar,-0.40,-0.2,2.3,,0.0,VNCCTOT Index,-0.40,,,M,0.0,10:00,,,5/1/1997,10:00,,
1-May-97,5/1/1997,Housing Affordability,1Q,,83.2,80.7,,0.0,HOMEAFFR Index,,,,Q,0.0,10:00,,,5/1/1997,10:00,,
2-May-97,5/2/1997,Change in Nonfarm Payrolls,Apr,195.00,142,175,317,99.2126,NFP TCH Index,195.00,,,M,0.0,8:30,,,5/2/1997,8:30,,
2-May-97,5/2/1997,Unemployment Rate,Apr,0.052,0.049,0.052,,89.2913,USURTOT Index,0.052,,,M,0.0,8:30,,,5/2/1997,8:30,,
5-May-97,5/5/1997,Housing Completions,Mar,,-10,11,,0.0,PHUCCHNG Index,,,,M,0.0,10:00,,,5/5/1997,10:00,,
6-May-97,5/6/1997,Factory Orders,Mar,-0.015,-0.016,0.008,0.033,85.0394,TMNOCHNG Index,-0.015,,,M,0.0,10:00,,,5/6/1997,10:00,,
7-May-97,5/7/1997,Wholesale Inventories MoM,Mar,0.004,0.007,0,0.001,81.1024,MWINCHNG Index,0.004,,,M,0.0,10:00,,,5/7/1997,10:00,,
7-May-97,5/7/1997,Consumer Credit,Mar,6.80,2.000,6.700,3.486,39.3701,CICRTOT Index,6.80,,,M,0.0,3:00,,,5/7/1997,15:00,,
13-May-97,5/13/1997,Retail Sales Less Autos,Apr,0.001,-0.001,0.005,0.002,0.0,RTSDXCHG Index,0.001,,,M,0.0,8:30,,,5/13/1997,8:30,,
13-May-97,5/13/1997,Advance Retail Sales,Apr,-0.004,-0.003,0.001,0.001,0.0,RTSDCHNG Index,-0.004,,,M,0.0,8:30,,,5/13/1997,8:30,,
14-May-97,5/14/1997,PPI Ex Food and Energy MoM,Apr,0.001,-0.001,0.004,0.001,0.0,PXFECHNG Index,0.001,,,M,0.0,8:30,,,5/14/1997,8:30,,
15-May-97,5/15/1997,CPI Ex Food and Energy MoM,Apr,0.002,0.003,0.002,,76.8504,CPUPXCHG Index,0.002,,,M,0.0,8:30,,,5/15/1997,8:30,,
15-May-97,5/15/1997,CPI Index NSA,Apr,,0.3,,,37.0079,CPURNSA Index,,,,M,0.0,8:30,,,5/15/1997,8:30,,
15-May-97,5/15/1997,Capacity Utilization,Apr,0.84,0.834,0.841,0.841,62.8346,CPTICHNG Index,0.84,,,M,0.0,9:15,,,5/15/1997,9:15,,
15-May-97,5/15/1997,Industrial Production MoM,Apr,0.001,0,0.009,0.007,89.7638,IP CHNG Index,0.001,,,M,0.0,9:15,,,5/15/1997,9:15,,
15-May-97,5/15/1997,Real Earnings,Apr,,-0.009,0.001,,0.0,REALRAWE Index,,,,M,0.0,10:00,,,5/15/1997,10:00,,
15-May-97,5/15/1997,Philadelphia Fed Business Outlook,May,7.1,1.6,5.7,6.6,78.7402,OUTFGAF Index,7.1,,,M,0.0,10:00,,,5/15/1997,10:00,,
15-May-97,5/15/1997,CPI MoM,Apr,0.001,0.001,0.001,,96.06299999999999,CPI CHNG Index,0.001,,,M,0.0,1:30,,,5/15/1997,13:30,,
16-May-97,5/16/1997,Housing Starts MoM,Apr,0.001,0.026,-0.064,-0.02,27.5591,NHCHSTCH Index,0.001,,,M,0.0,8:30,,,5/16/1997,8:30,,
20-May-97,5/20/1997,FOMC Rate Decision (Upper Bound),20-May,0.055,0.055,0.055,,97.6378,FDTR Index,0.055,,,D,0.0,2:15,,,5/20/1997,14:15,,
